Order ID,Order_Date,City,Month,Hour,DayOfWeek,DayType,Total_Items,Unique_Products,Order_Value,Order_Segment,Categories,Is_Multi_Product
222977,2019-07-14 22:07:00,Los Angeles,7,22,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
222978,2019-07-04 12:23:00,Seattle,7,12,Thursday,Weekday,2,1,5.98,Low,Accessories,0
222979,2019-07-11 23:59:00,Seattle,7,23,Thursday,Weekday,1,1,99.99,Medium,Audio,0
222980,2019-07-13 11:16:00,Atlanta,7,11,Saturday,Weekend,1,1,99.99,Medium,Audio,0
222981,2019-07-26 00:40:00,Austin,7,0,Friday,Weekday,1,1,11.95,Low,Accessories,0
222982,2019-07-28 12:40:00,Portland,7,12,Sunday,Weekend,1,1,300.0,High,Electronics,0
222983,2019-07-16 00:06:00,Boston,7,0,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
222984,2019-07-29 21:50:00,Austin,7,21,Monday,Weekday,1,1,11.95,Low,Accessories,0
222985,2019-07-21 12:41:00,Dallas,7,12,Sunday,Weekend,1,1,99.99,Medium,Audio,0
222986,2019-07-05 11:13:00,San Francisco,7,11,Friday,Weekday,1,1,14.95,Medium,Accessories,0
222987,2019-07-31 16:56:00,New York City,7,16,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
222988,2019-07-04 09:44:00,Dallas,7,9,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
222989,2019-07-07 20:53:00,Dallas,7,20,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
222990,2019-07-19 18:33:00,New York City,7,18,Friday,Weekday,2,1,5.98,Low,Accessories,0
222991,2019-07-05 10:06:00,Los Angeles,7,10,Friday,Weekday,1,1,149.99,Medium,Electronics,0
222992,2019-07-05 18:49:00,San Francisco,7,18,Friday,Weekday,1,1,3.84,Low,Accessories,0
222993,2019-07-25 21:40:00,Los Angeles,7,21,Thursday,Weekday,1,1,2.99,Low,Accessories,0
222994,2019-07-10 18:59:00,New York City,7,18,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
222995,2019-07-27 16:15:00,San Francisco,7,16,Saturday,Weekend,1,1,379.99,High,Electronics,0
222996,2019-07-12 16:53:00,Los Angeles,7,16,Friday,Weekday,1,1,149.99,Medium,Electronics,0
222997,2019-07-21 16:44:00,New York City,7,16,Sunday,Weekend,1,1,2.99,Low,Accessories,0
222998,2019-07-28 03:41:00,Boston,7,3,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
222999,2019-07-29 17:17:00,Seattle,7,17,Monday,Weekday,1,1,300.0,High,Electronics,0
223000,2019-07-19 20:29:00,Atlanta,7,20,Friday,Weekday,1,1,2.99,Low,Accessories,0
223001,2019-07-29 11:56:00,San Francisco,7,11,Monday,Weekday,1,1,150.0,High,Audio,0
223002,2019-07-13 18:48:00,Dallas,7,18,Saturday,Weekend,1,1,3.84,Low,Accessories,0
223003,2019-07-09 17:51:00,San Francisco,7,17,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
223004,2019-07-14 02:43:00,San Francisco,7,2,Sunday,Weekend,1,1,2.99,Low,Accessories,0
223005,2019-07-26 21:39:00,Austin,7,21,Friday,Weekday,1,1,149.99,Medium,Electronics,0
223006,2019-07-22 16:50:00,Los Angeles,7,16,Monday,Weekday,1,1,14.95,Medium,Accessories,0
223007,2019-07-06 11:07:00,Portland,7,11,Saturday,Weekend,1,1,99.99,Medium,Audio,0
223008,2019-07-12 00:54:00,Boston,7,0,Friday,Weekday,3,1,8.97,Low,Accessories,0
223009,2019-07-28 07:59:00,Boston,7,7,Sunday,Weekend,1,1,150.0,High,Audio,0
223010,2019-07-18 12:17:00,Boston,7,12,Thursday,Weekday,1,1,2.99,Low,Accessories,0
223011,2019-07-09 17:19:00,San Francisco,7,17,Tuesday,Weekday,1,1,150.0,High,Audio,0
223012,2019-07-13 10:10:00,Austin,7,10,Saturday,Weekend,1,1,99.99,Medium,Audio,0
223013,2019-07-27 14:11:00,New York City,7,14,Saturday,Weekend,2,1,5.98,Low,Accessories,0
223014,2019-07-10 17:43:00,Atlanta,7,17,Wednesday,Weekday,1,1,11.99,Low,Audio,0
223015,2019-07-26 14:47:00,San Francisco,7,14,Friday,Weekday,1,1,99.99,Medium,Audio,0
223016,2019-07-20 08:42:00,New York City,7,8,Saturday,Weekend,1,1,11.95,Low,Accessories,0
223017,2019-07-02 22:09:00,San Francisco,7,22,Tuesday,Weekday,2,1,5.98,Low,Accessories,0
223018,2019-07-04 08:39:00,Los Angeles,7,8,Thursday,Weekday,1,1,999.99,High,Electronics,0
223019,2019-07-29 13:49:00,Dallas,7,13,Monday,Weekday,2,1,5.98,Low,Accessories,0
223020,2019-07-08 10:08:00,Boston,7,10,Monday,Weekday,1,1,149.99,Medium,Electronics,0
223021,2019-07-07 11:31:00,Los Angeles,7,11,Sunday,Weekend,1,1,2.99,Low,Accessories,0
223022,2019-07-31 17:45:00,Atlanta,7,17,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223023,2019-07-01 18:12:00,San Francisco,7,18,Monday,Weekday,1,1,99.99,Medium,Audio,0
223024,2019-07-23 14:04:00,Dallas,7,14,Tuesday,Weekday,2,1,5.98,Low,Accessories,0
223025,2019-07-23 00:58:00,San Francisco,7,0,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
223026,2019-07-25 12:49:00,San Francisco,7,12,Thursday,Weekday,1,1,11.99,Low,Audio,0
223027,2019-07-11 16:29:00,Austin,7,16,Thursday,Weekday,1,1,3.84,Low,Accessories,0
223028,2019-07-07 10:21:00,San Francisco,7,10,Sunday,Weekend,4,3,435.89,High,"Accessories, Audio, Electronics",1
223029,2019-07-18 11:15:00,New York City,7,11,Thursday,Weekday,1,1,11.95,Low,Accessories,0
223030,2019-07-09 19:04:00,Los Angeles,7,19,Tuesday,Weekday,1,1,99.99,Medium,Audio,0
223031,2019-07-28 09:30:00,Los Angeles,7,9,Sunday,Weekend,1,1,149.99,Medium,Electronics,0
223032,2019-07-20 18:47:00,Dallas,7,18,Saturday,Weekend,1,1,150.0,High,Audio,0
223033,2019-07-01 18:27:00,Atlanta,7,18,Monday,Weekday,1,1,2.99,Low,Accessories,0
223034,2019-07-06 09:22:00,Portland,7,9,Saturday,Weekend,1,1,11.99,Low,Audio,0
223035,2019-07-27 12:04:00,Portland,7,12,Saturday,Weekend,1,1,300.0,High,Electronics,0
223036,2019-07-31 10:59:00,Boston,7,10,Wednesday,Weekday,1,1,150.0,High,Audio,0
223037,2019-07-21 20:58:00,Los Angeles,7,20,Sunday,Weekend,1,1,11.99,Low,Audio,0
223038,2019-07-03 14:19:00,Los Angeles,7,14,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223039,2019-07-27 11:44:00,Dallas,7,11,Saturday,Weekend,1,1,300.0,High,Electronics,0
223040,2019-07-19 20:05:00,Austin,7,20,Friday,Weekday,1,1,150.0,High,Audio,0
223041,2019-07-11 08:16:00,New York City,7,8,Thursday,Weekday,1,1,389.99,High,Electronics,0
223042,2019-07-10 08:42:00,Dallas,7,8,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223043,2019-07-01 10:20:00,Atlanta,7,10,Monday,Weekday,1,1,14.95,Medium,Accessories,0
223044,2019-07-05 11:15:00,San Francisco,7,11,Friday,Weekday,1,1,150.0,High,Audio,0
223045,2019-07-18 20:22:00,Boston,7,20,Thursday,Weekday,1,1,600.0,High,Home Appliances,0
223046,2019-07-15 23:04:00,Los Angeles,7,23,Monday,Weekday,1,1,11.95,Low,Accessories,0
223047,2019-07-16 15:16:00,Los Angeles,7,15,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
223048,2019-07-21 17:19:00,Portland,7,17,Sunday,Weekend,3,2,423.9,High,"Accessories, Electronics",1
223049,2019-07-24 23:24:00,San Francisco,7,23,Wednesday,Weekday,1,1,300.0,High,Electronics,0
223050,2019-07-14 18:14:00,Los Angeles,7,18,Sunday,Weekend,1,1,999.99,High,Electronics,0
223051,2019-07-27 16:35:00,Los Angeles,7,16,Saturday,Weekend,1,1,99.99,Medium,Audio,0
223052,2019-07-09 20:05:00,San Francisco,7,20,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
223053,2019-07-06 08:37:00,Seattle,7,8,Saturday,Weekend,1,1,600.0,High,Home Appliances,0
223054,2019-07-28 18:08:00,Boston,7,18,Sunday,Weekend,1,1,11.99,Low,Audio,0
223055,2019-07-14 14:04:00,Los Angeles,7,14,Sunday,Weekend,1,1,3.84,Low,Accessories,0
223056,2019-07-27 17:19:00,San Francisco,7,17,Saturday,Weekend,1,1,11.95,Low,Accessories,0
223057,2019-07-12 11:30:00,San Francisco,7,11,Friday,Weekday,1,1,99.99,Medium,Audio,0
223058,2019-07-01 08:09:00,Boston,7,8,Monday,Weekday,1,1,99.99,Medium,Audio,0
223059,2019-07-23 02:09:00,Boston,7,2,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
223060,2019-07-20 13:14:00,San Francisco,7,13,Saturday,Weekend,1,1,3.84,Low,Accessories,0
223061,2019-07-14 22:02:00,Dallas,7,22,Sunday,Weekend,2,1,29.9,Medium,Accessories,0
223062,2019-07-12 19:58:00,Atlanta,7,19,Friday,Weekday,1,1,999.99,High,Electronics,0
223063,2019-07-02 21:37:00,Portland,7,21,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
223064,2019-07-13 19:23:00,San Francisco,7,19,Saturday,Weekend,1,1,2.99,Low,Accessories,0
223065,2019-07-02 20:20:00,San Francisco,7,20,Tuesday,Weekday,2,1,199.98,High,Audio,0
223066,2019-07-16 08:31:00,San Francisco,7,8,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
223067,2019-07-11 13:46:00,Los Angeles,7,13,Thursday,Weekday,1,1,2.99,Low,Accessories,0
223068,2019-07-29 18:11:00,San Francisco,7,18,Monday,Weekday,1,1,3.84,Low,Accessories,0
223069,2019-07-17 20:50:00,San Francisco,7,20,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
223070,2019-07-19 08:29:00,Boston,7,8,Friday,Weekday,1,1,2.99,Low,Accessories,0
223071,2019-07-17 12:01:00,New York City,7,12,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223072,2019-07-18 02:39:00,Boston,7,2,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
223073,2019-07-02 15:41:00,San Francisco,7,15,Tuesday,Weekday,1,1,11.99,Low,Audio,0
223074,2019-07-15 10:07:00,Los Angeles,7,10,Monday,Weekday,1,1,11.95,Low,Accessories,0
223075,2019-07-22 14:15:00,San Francisco,7,14,Monday,Weekday,1,1,11.95,Low,Accessories,0
223076,2019-07-10 13:21:00,Boston,7,13,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223077,2019-07-06 13:01:00,San Francisco,7,13,Saturday,Weekend,1,1,999.99,High,Electronics,0
223078,2019-07-10 19:23:00,Atlanta,7,19,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223079,2019-07-18 10:22:00,Austin,7,10,Thursday,Weekday,1,1,389.99,High,Electronics,0
223080,2019-07-09 18:26:00,Austin,7,18,Tuesday,Weekday,1,1,150.0,High,Audio,0
223081,2019-07-05 15:55:00,San Francisco,7,15,Friday,Weekday,1,1,11.95,Low,Accessories,0
223082,2019-07-07 09:54:00,Seattle,7,9,Sunday,Weekend,1,1,11.95,Low,Accessories,0
223083,2019-07-13 21:05:00,Portland,7,21,Saturday,Weekend,1,1,11.95,Low,Accessories,0
223084,2019-07-02 15:08:00,Los Angeles,7,15,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
223085,2019-07-22 11:56:00,Los Angeles,7,11,Monday,Weekday,1,1,700.0,High,Electronics,0
223086,2019-07-22 11:08:00,Los Angeles,7,11,Monday,Weekday,1,1,150.0,High,Audio,0
223087,2019-07-26 11:06:00,Boston,7,11,Friday,Weekday,1,1,700.0,High,Electronics,0
223088,2019-07-05 22:58:00,Seattle,7,22,Friday,Weekday,1,1,3.84,Low,Accessories,0
223089,2019-07-17 17:53:00,New York City,7,17,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
223090,2019-07-12 16:18:00,New York City,7,16,Friday,Weekday,1,1,11.95,Low,Accessories,0
223091,2019-07-20 11:02:00,New York City,7,11,Saturday,Weekend,1,1,99.99,Medium,Audio,0
223092,2019-07-11 15:27:00,Boston,7,15,Thursday,Weekday,1,1,999.99,High,Electronics,0
223093,2019-07-01 10:48:00,San Francisco,7,10,Monday,Weekday,1,1,3.84,Low,Accessories,0
223094,2019-07-18 11:15:00,Los Angeles,7,11,Thursday,Weekday,1,1,11.99,Low,Audio,0
223095,2019-07-03 13:42:00,Los Angeles,7,13,Wednesday,Weekday,2,2,153.84,High,"Accessories, Audio",1
223096,2019-07-08 19:31:00,Portland,7,19,Monday,Weekday,2,1,5.98,Low,Accessories,0
223097,2019-07-11 12:29:00,Los Angeles,7,12,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
223098,2019-07-23 18:23:00,San Francisco,7,18,Tuesday,Weekday,1,1,150.0,High,Audio,0
223099,2019-07-29 22:46:00,New York City,7,22,Monday,Weekday,3,1,8.97,Low,Accessories,0
223100,2019-07-29 16:56:00,New York City,7,16,Monday,Weekday,1,1,11.95,Low,Accessories,0
223101,2019-07-10 16:55:00,San Francisco,7,16,Wednesday,Weekday,1,1,11.99,Low,Audio,0
223102,2019-07-16 20:54:00,Seattle,7,20,Tuesday,Weekday,2,1,23.98,Medium,Audio,0
223103,2019-07-13 11:25:00,San Francisco,7,11,Saturday,Weekend,1,1,150.0,High,Audio,0
223104,2019-07-08 07:29:00,Los Angeles,7,7,Monday,Weekday,1,1,109.99,Medium,Electronics,0
223105,2019-07-17 00:06:00,Portland,7,0,Wednesday,Weekday,1,1,379.99,High,Electronics,0
223106,2019-07-14 14:30:00,San Francisco,7,14,Sunday,Weekend,2,2,411.99,High,"Audio, Electronics",1
223107,2019-07-25 13:40:00,San Francisco,7,13,Thursday,Weekday,1,1,700.0,High,Electronics,0
223108,2019-07-05 11:21:00,Boston,7,11,Friday,Weekday,1,1,2.99,Low,Accessories,0
223109,2019-07-12 20:48:00,Seattle,7,20,Friday,Weekday,1,1,700.0,High,Electronics,0
223110,2019-07-16 01:05:00,Seattle,7,1,Tuesday,Weekday,1,1,300.0,High,Electronics,0
223111,2019-07-20 16:46:00,Atlanta,7,16,Saturday,Weekend,1,1,3.84,Low,Accessories,0
223112,2019-07-08 22:23:00,San Francisco,7,22,Monday,Weekday,2,1,23.9,Medium,Accessories,0
223113,2019-07-05 07:35:00,Los Angeles,7,7,Friday,Weekday,1,1,389.99,High,Electronics,0
223114,2019-07-26 13:37:00,Austin,7,13,Friday,Weekday,1,1,3.84,Low,Accessories,0
223115,2019-07-02 13:15:00,New York City,7,13,Tuesday,Weekday,1,1,300.0,High,Electronics,0
223116,2019-07-21 13:18:00,Portland,7,13,Sunday,Weekend,1,1,150.0,High,Audio,0
223117,2019-07-11 23:25:00,Atlanta,7,23,Thursday,Weekday,2,2,611.95,High,"Accessories, Electronics",1
223118,2019-07-04 11:04:00,New York City,7,11,Thursday,Weekday,2,1,7.68,Low,Accessories,0
223119,2019-07-30 13:33:00,New York City,7,13,Tuesday,Weekday,1,1,149.99,Medium,Electronics,0
223120,2019-07-18 13:29:00,San Francisco,7,13,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
223121,2019-07-05 22:00:00,New York City,7,22,Friday,Weekday,1,1,99.99,Medium,Audio,0
223122,2019-07-04 08:49:00,Boston,7,8,Thursday,Weekday,1,1,150.0,High,Audio,0
223123,2019-07-05 06:27:00,Boston,7,6,Friday,Weekday,1,1,11.99,Low,Audio,0
223124,2019-07-19 19:28:00,San Francisco,7,19,Friday,Weekday,1,1,11.95,Low,Accessories,0
223125,2019-07-17 09:45:00,San Francisco,7,9,Wednesday,Weekday,1,1,389.99,High,Electronics,0
223126,2019-07-29 16:38:00,San Francisco,7,16,Monday,Weekday,1,1,379.99,High,Electronics,0
223127,2019-07-31 17:36:00,Los Angeles,7,17,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
223128,2019-07-14 08:00:00,Los Angeles,7,8,Sunday,Weekend,1,1,11.95,Low,Accessories,0
223129,2019-07-05 08:40:00,Boston,7,8,Friday,Weekday,1,1,150.0,High,Audio,0
223130,2019-07-16 11:54:00,New York City,7,11,Tuesday,Weekday,1,1,11.99,Low,Audio,0
223131,2019-07-21 07:47:00,Los Angeles,7,7,Sunday,Weekend,1,1,2.99,Low,Accessories,0
223132,2019-07-23 00:10:00,San Francisco,7,0,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
223133,2019-07-28 20:40:00,San Francisco,7,20,Sunday,Weekend,2,2,6.83,Low,Accessories,1
223134,2019-07-25 12:17:00,Portland,7,12,Thursday,Weekday,1,1,999.99,High,Electronics,0
223135,2019-07-27 21:39:00,Atlanta,7,21,Saturday,Weekend,1,1,150.0,High,Audio,0
223136,2019-07-07 21:45:00,San Francisco,7,21,Sunday,Weekend,1,1,300.0,High,Electronics,0
223137,2019-07-20 09:51:00,Boston,7,9,Saturday,Weekend,1,1,3.84,Low,Accessories,0
223138,2019-07-22 10:44:00,San Francisco,7,10,Monday,Weekday,1,1,389.99,High,Electronics,0
223139,2019-07-05 20:27:00,Los Angeles,7,20,Friday,Weekday,1,1,99.99,Medium,Audio,0
223140,2019-07-22 09:58:00,San Francisco,7,9,Monday,Weekday,2,2,303.84,High,"Accessories, Electronics",1
223141,2019-07-23 21:39:00,Portland,7,21,Tuesday,Weekday,1,1,11.99,Low,Audio,0
223142,2019-07-26 13:53:00,San Francisco,7,13,Friday,Weekday,2,1,7.68,Low,Accessories,0
223143,2019-07-14 10:09:00,San Francisco,7,10,Sunday,Weekend,1,1,999.99,High,Electronics,0
223144,2019-07-15 21:51:00,New York City,7,21,Monday,Weekday,2,2,611.95,High,"Accessories, Electronics",1
223145,2019-07-02 14:21:00,Seattle,7,14,Tuesday,Weekday,1,1,150.0,High,Audio,0
223146,2019-07-22 17:05:00,Los Angeles,7,17,Monday,Weekday,1,1,600.0,High,Home Appliances,0
223147,2019-07-15 11:27:00,Los Angeles,7,11,Monday,Weekday,1,1,3.84,Low,Accessories,0
223148,2019-07-22 18:02:00,Atlanta,7,18,Monday,Weekday,1,1,3.84,Low,Accessories,0
223149,2019-07-14 20:39:00,Boston,7,20,Sunday,Weekend,1,1,149.99,Medium,Electronics,0
223150,2019-07-16 18:17:00,Boston,7,18,Tuesday,Weekday,1,1,150.0,High,Audio,0
223151,2019-07-31 07:15:00,Seattle,7,7,Wednesday,Weekday,2,1,5.98,Low,Accessories,0
223152,2019-07-10 20:02:00,Atlanta,7,20,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
223153,2019-07-17 20:11:00,Dallas,7,20,Wednesday,Weekday,1,1,11.99,Low,Audio,0
223154,2019-07-18 13:25:00,Portland,7,13,Thursday,Weekday,1,1,2.99,Low,Accessories,0
223155,2019-07-02 21:24:00,San Francisco,7,21,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
223156,2019-07-23 16:04:00,New York City,7,16,Tuesday,Weekday,1,1,2.99,Low,Accessories,0
223157,2019-07-25 23:34:00,Boston,7,23,Thursday,Weekday,1,1,11.99,Low,Audio,0
223158,2019-07-14 23:12:00,Boston,7,23,Sunday,Weekend,1,1,11.95,Low,Accessories,0
223159,2019-07-04 13:48:00,Los Angeles,7,13,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
223160,2019-07-16 19:14:00,New York City,7,19,Tuesday,Weekday,1,1,150.0,High,Audio,0
223161,2019-07-18 09:27:00,San Francisco,7,9,Thursday,Weekday,2,1,5.98,Low,Accessories,0
223162,2019-07-06 19:57:00,Portland,7,19,Saturday,Weekend,1,1,11.99,Low,Audio,0
223163,2019-07-02 00:37:00,Austin,7,0,Tuesday,Weekday,1,1,379.99,High,Electronics,0
223164,2019-07-07 18:19:00,San Francisco,7,18,Sunday,Weekend,1,1,11.95,Low,Accessories,0
223165,2019-07-14 10:00:00,Seattle,7,10,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
223166,2019-07-23 06:53:00,Boston,7,6,Tuesday,Weekday,1,1,2.99,Low,Accessories,0
223167,2019-07-21 06:37:00,Portland,7,6,Sunday,Weekend,1,1,1700.0,High,Electronics,0
223168,2019-07-28 17:38:00,Los Angeles,7,17,Sunday,Weekend,1,1,11.95,Low,Accessories,0
223169,2019-07-21 18:25:00,Los Angeles,7,18,Sunday,Weekend,1,1,379.99,High,Electronics,0
223170,2019-07-08 11:57:00,Atlanta,7,11,Monday,Weekday,1,1,11.99,Low,Audio,0
223171,2019-07-28 19:43:00,Los Angeles,7,19,Sunday,Weekend,3,1,8.97,Low,Accessories,0
223172,2019-07-17 11:48:00,Atlanta,7,11,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
223173,2019-07-31 19:19:00,San Francisco,7,19,Wednesday,Weekday,1,1,150.0,High,Audio,0
223174,2019-07-19 18:44:00,Los Angeles,7,18,Friday,Weekday,1,1,2.99,Low,Accessories,0
223175,2019-07-21 16:41:00,Seattle,7,16,Sunday,Weekend,1,1,300.0,High,Electronics,0
223176,2019-07-24 08:16:00,Los Angeles,7,8,Wednesday,Weekday,1,1,600.0,High,Electronics,0
223177,2019-07-28 12:52:00,San Francisco,7,12,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
223178,2019-07-12 11:13:00,Boston,7,11,Friday,Weekday,1,1,2.99,Low,Accessories,0
223179,2019-07-08 10:57:00,Boston,7,10,Monday,Weekday,1,1,150.0,High,Audio,0
223180,2019-07-01 07:53:00,San Francisco,7,7,Monday,Weekday,1,1,600.0,High,Electronics,0
223181,2019-07-20 16:25:00,New York City,7,16,Saturday,Weekend,4,1,11.96,Low,Accessories,0
223182,2019-07-22 10:57:00,Los Angeles,7,10,Monday,Weekday,1,1,3.84,Low,Accessories,0
223183,2019-07-15 05:32:00,Los Angeles,7,5,Monday,Weekday,1,1,14.95,Medium,Accessories,0
223184,2019-07-22 14:29:00,Los Angeles,7,14,Monday,Weekday,1,1,389.99,High,Electronics,0
223185,2019-07-06 16:44:00,Portland,7,16,Saturday,Weekend,1,1,109.99,Medium,Electronics,0
223186,2019-07-18 13:04:00,Los Angeles,7,13,Thursday,Weekday,1,1,11.95,Low,Accessories,0
223187,2019-07-28 06:13:00,Austin,7,6,Sunday,Weekend,3,1,11.52,Low,Accessories,0
223188,2019-07-17 20:37:00,Los Angeles,7,20,Wednesday,Weekday,1,1,150.0,High,Audio,0
223189,2019-07-25 20:40:00,San Francisco,7,20,Thursday,Weekday,1,1,11.95,Low,Accessories,0
223190,2019-07-16 11:31:00,Los Angeles,7,11,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
223191,2019-07-18 15:19:00,San Francisco,7,15,Thursday,Weekday,1,1,379.99,High,Electronics,0
223192,2019-07-26 17:12:00,Portland,7,17,Friday,Weekday,1,1,999.99,High,Electronics,0
223193,2019-07-22 17:55:00,New York City,7,17,Monday,Weekday,1,1,14.95,Medium,Accessories,0
223194,2019-07-02 18:28:00,Austin,7,18,Tuesday,Weekday,1,1,99.99,Medium,Audio,0
223195,2019-07-24 09:47:00,Austin,7,9,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
223196,2019-07-29 18:19:00,Atlanta,7,18,Monday,Weekday,1,1,11.99,Low,Audio,0
223197,2019-07-30 16:59:00,Boston,7,16,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
223198,2019-07-21 20:09:00,San Francisco,7,20,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
223199,2019-07-05 16:48:00,Boston,7,16,Friday,Weekday,1,1,14.95,Medium,Accessories,0
223200,2019-07-25 21:05:00,Seattle,7,21,Thursday,Weekday,1,1,99.99,Medium,Audio,0
223201,2019-07-16 09:16:00,Seattle,7,9,Tuesday,Weekday,1,1,150.0,High,Audio,0
223202,2019-07-18 21:42:00,San Francisco,7,21,Thursday,Weekday,1,1,150.0,High,Audio,0
223203,2019-07-01 12:01:00,San Francisco,7,12,Monday,Weekday,1,1,3.84,Low,Accessories,0
223204,2019-07-27 11:35:00,Boston,7,11,Saturday,Weekend,1,1,2.99,Low,Accessories,0
223205,2019-07-15 22:59:00,San Francisco,7,22,Monday,Weekday,1,1,3.84,Low,Accessories,0
223206,2019-07-09 12:31:00,Atlanta,7,12,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
223207,2019-07-25 22:21:00,Boston,7,22,Thursday,Weekday,1,1,2.99,Low,Accessories,0
223208,2019-07-13 20:02:00,Los Angeles,7,20,Saturday,Weekend,1,1,600.0,High,Electronics,0
223209,2019-07-06 23:11:00,San Francisco,7,23,Saturday,Weekend,1,1,11.99,Low,Audio,0
223210,2019-07-09 17:05:00,Atlanta,7,17,Tuesday,Weekday,4,2,161.51000000000002,High,"Accessories, Electronics",1
223211,2019-07-13 11:48:00,San Francisco,7,11,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
223212,2019-07-03 08:13:00,San Francisco,7,8,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
223213,2019-07-22 11:07:00,New York City,7,11,Monday,Weekday,2,1,5.98,Low,Accessories,0
223214,2019-07-04 19:52:00,Portland,7,19,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
223215,2019-07-20 22:27:00,San Francisco,7,22,Saturday,Weekend,1,1,150.0,High,Audio,0
223216,2019-07-03 21:01:00,Atlanta,7,21,Wednesday,Weekday,1,1,1700.0,High,Electronics,0
223217,2019-07-13 06:25:00,Boston,7,6,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
223218,2019-07-23 08:53:00,Seattle,7,8,Tuesday,Weekday,3,1,8.97,Low,Accessories,0
223219,2019-07-22 14:39:00,Atlanta,7,14,Monday,Weekday,1,1,999.99,High,Electronics,0
223220,2019-07-03 13:04:00,New York City,7,13,Wednesday,Weekday,2,1,29.9,Medium,Accessories,0
223221,2019-07-07 18:32:00,Boston,7,18,Sunday,Weekend,2,2,1711.99,High,"Audio, Electronics",1
223222,2019-07-14 16:21:00,San Francisco,7,16,Sunday,Weekend,2,2,259.99,High,"Audio, Electronics",1
223223,2019-07-20 09:53:00,Dallas,7,9,Saturday,Weekend,1,1,600.0,High,Electronics,0
223224,2019-07-02 16:53:00,San Francisco,7,16,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
223225,2019-07-04 13:54:00,San Francisco,7,13,Thursday,Weekday,1,1,2.99,Low,Accessories,0
223226,2019-07-03 06:57:00,Seattle,7,6,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
223227,2019-07-23 09:43:00,Los Angeles,7,9,Tuesday,Weekday,1,1,389.99,High,Electronics,0
223228,2019-07-17 23:20:00,San Francisco,7,23,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
223229,2019-07-30 16:58:00,Portland,7,16,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
223230,2019-07-23 22:20:00,Atlanta,7,22,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
223231,2019-07-14 18:38:00,Boston,7,18,Sunday,Weekend,1,1,99.99,Medium,Audio,0
223232,2019-07-30 16:53:00,Boston,7,16,Tuesday,Weekday,1,1,2.99,Low,Accessories,0
223233,2019-07-24 09:58:00,New York City,7,9,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
223234,2019-07-29 10:56:00,Austin,7,10,Monday,Weekday,1,1,379.99,High,Electronics,0
223235,2019-07-01 17:00:00,Los Angeles,7,17,Monday,Weekday,1,1,149.99,Medium,Electronics,0
223236,2019-07-31 11:54:00,Seattle,7,11,Wednesday,Weekday,1,1,150.0,High,Audio,0
223237,2019-07-17 09:48:00,New York City,7,9,Wednesday,Weekday,1,1,149.99,Medium,Electronics,0
